Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2021-07-19,Color Out of Space,2019,https://boxd.it/20q4dr,3.5,,,2021-07-19
2021-07-20,Jaws,1975,https://boxd.it/20uRwF,4,,,2021-07-19
2021-07-24,The Post,2017,https://boxd.it/213dmF,3.5,,,2021-07-23
2021-07-27,Stranger Than Fiction,2006,https://boxd.it/21voTh,4,,,2021-07-26
2021-07-28,A Parks and Recreation Special,2020,https://boxd.it/21CCRD,,,,2021-07-27
2021-07-28,Luca,2021,https://boxd.it/21Fjr3,3.5,,,2021-07-27
2021-08-01,Prometheus,2012,https://boxd.it/22bIP9,3.5,Yes,,2021-07-31
2021-08-04,Deep Cover,1992,https://boxd.it/22FFWB,4,,,2021-08-03
2021-08-05,Attack the Block,2011,https://boxd.it/22OhtD,3.5,,,2021-08-04
2021-08-06,The Suicide Squad,2021,https://boxd.it/22VdeX,4,,,2021-08-05
2021-08-08,Lost in Translation,2003,https://boxd.it/23eNx5,4,,,2021-08-07
2021-08-09,Calibre,2018,https://boxd.it/23qyMj,3.5,,,2021-08-08
2021-08-11,Jason Bourne,2016,https://boxd.it/23IVqh,2.5,,,2021-08-10
2021-08-12,The Mummy,1999,https://boxd.it/23R99F,3.5,,,2021-08-11
2021-08-14,Harry Brown,2009,https://boxd.it/246QxZ,4,,,2021-08-13
2021-08-15,Pig,2021,https://boxd.it/24giHB,4.5,,,2021-08-14
2021-08-16,Free Guy,2021,https://boxd.it/24r7AV,3.5,,,2021-08-15
2021-08-18,Beckett,2021,https://boxd.it/24JarN,3,,,2021-08-17
2021-08-23,Donnie Brasco,1997,https://boxd.it/25s9HZ,3.5,,,2021-08-22
2021-08-25,Reminiscence,2021,https://boxd.it/25Ix6b,2,,,2021-08-24
2021-08-27,The Fountain,2006,https://boxd.it/25ZorN,3,,,2021-08-26
2021-08-28,Chungking Express,1994,https://boxd.it/266QgR,4,,,2021-08-27
2021-08-29,Donnie Darko,2001,https://boxd.it/26fDaT,3.5,,,2021-08-28
2021-08-30,The Green Knight,2021,https://boxd.it/26roev,4,,,2021-08-29
2021-08-31,Bringing Out the Dead,1999,https://boxd.it/26Afht,3.5,,,2021-08-30
2021-09-03,H2O: The Molecule that Made Us,2020,https://boxd.it/26YkXn,2.5,,,2021-09-02
2021-09-04,The Outpost,2019,https://boxd.it/276CaJ,3,,,2021-09-03
2021-09-08,Inglourious Basterds,2009,https://boxd.it/27JkrF,4,,,2021-09-07
2021-09-09,Burn After Reading,2008,https://boxd.it/27RHsd,3.5,,,2021-09-08
2021-09-10,Sidewalls,2011,https://boxd.it/27YZ35,3.5,,,2021-09-09
2021-09-11,Munich,2005,https://boxd.it/286MJN,4.5,,,2021-09-10
2021-09-12,The Wolf of Snow Hollow,2020,https://boxd.it/28fMCl,3,,,2021-09-11
2021-09-14,Duel,1971,https://boxd.it/28yCRX,4,,,2021-09-13
2021-09-15,The Insider,1999,https://boxd.it/28GScn,4.5,,,2021-09-14
2021-09-17,Terribly Happy,2008,https://boxd.it/28VvMR,3,,,2021-09-16
2021-09-18,Ocean's Twelve,2004,https://boxd.it/29324d,4,,,2021-09-17
2021-09-20,The Social Network,2010,https://boxd.it/29l34T,5,Yes,,2021-09-19
2021-09-21,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/29u0hX,3.5,,everyman york,2021-09-20
2021-09-22,Shadow in the Cloud,2020,https://boxd.it/29AOzT,,,,2021-09-20
2021-09-22,The Forever Purge,2021,https://boxd.it/29AYVv,2,,,2021-09-21
2021-09-23,The Hunger Games,2012,https://boxd.it/29INHX,3,Yes,,2021-09-22
2021-09-27,The Matrix,1999,https://boxd.it/2agmhL,4,,,2021-09-26
2021-09-28,The Hunger Games: Catching Fire,2013,https://boxd.it/2aozL1,3.5,,,2021-09-27
2021-10-06,Sunshine,2007,https://boxd.it/2byjT3,4,,,2021-10-05
2021-10-09,No Time to Die,2021,https://boxd.it/2bWZkn,4,,cineworld york,2021-10-08
2021-10-11,Starship Troopers,1997,https://boxd.it/2ciGlZ,4,,,2021-10-10
2021-10-12,Bruce Almighty,2003,https://boxd.it/2cqN3p,3.5,,,2021-10-11
2021-10-16,Spider-Man: Homecoming,2017,https://boxd.it/2d3G5r,3.5,,,2021-10-15
2021-10-18,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/2dps6z,4,,,2021-10-18
2021-10-23,"The French Dispatch of the Liberty, Kansas Evening Sun",2021,https://boxd.it/2e6YjB,4.5,,picturehouse york,2021-10-22
2021-10-25,Dune,2021,https://boxd.it/2euHO1,4.5,,cineworld york,2021-10-25
2021-10-26,Squid Game,2021,https://boxd.it/2eEYFF,3.5,,netflix,2021-10-25
2021-10-28,Mad Max: Fury Road,2015,https://boxd.it/2eXKeD,4,Yes,plex,2021-10-28
2021-10-30,Last Night in Soho,2021,https://boxd.it/2fkl0n,3,,picturehouse york,2021-10-30
2021-10-31,Hairspray,2007,https://boxd.it/2fosKF,4,,,2021-10-30
2021-11-02,Hot Fuzz,2007,https://boxd.it/2fPlKH,4,Yes,,2021-11-01
2021-11-03,Shaun of the Dead,2004,https://boxd.it/2fZXjJ,4,Yes,,2021-11-02
2021-11-08,Malignant,2021,https://boxd.it/2gKmhZ,3,,,2021-11-07
2021-11-09,Rushmore,1998,https://boxd.it/2gTNT5,3.5,,,2021-11-08
2021-11-10,Whiplash,2014,https://boxd.it/2h22TF,5,Yes,,2021-11-09
2021-11-20,C'mon C'mon,2021,https://boxd.it/2iABUF,4.5,,picturehouse york,2021-11-19
2021-11-24,School of Rock,2003,https://boxd.it/2j9s4v,4,,,2021-11-23
2021-11-29,Harry Potter and the Goblet of Fire,2005,https://boxd.it/2jZzI7,3.5,,,2021-11-28
2021-12-09,The Guilty,2018,https://boxd.it/2loZHD,4,,plex,2021-12-08
2021-12-09,Black Mirror: Hated in the Nation,2016,https://boxd.it/2lsebX,3.5,,,2021-12-08
2021-12-11,"tick, tick... BOOM!",2021,https://boxd.it/2lHIkv,3.5,,netflix,2021-12-10
2021-12-12,Army of Thieves,2021,https://boxd.it/2lRgLD,2.5,Yes,netflix,2021-12-11
2021-12-15,Force Majeure,2014,https://boxd.it/2mlYNX,3.5,,,2021-12-14
2021-12-17,Dark Phoenix,2019,https://boxd.it/2mFnrv,2,,,2021-12-16
2021-12-21,Gremlins,1984,https://boxd.it/2nsDq7,3.5,,,2021-12-21
2021-12-22,Wrath of Man,2021,https://boxd.it/2nD3DB,3,,prime,2021-12-21
2021-12-25,Scrooged,1988,https://boxd.it/2ofLIB,3,,,2021-12-24
2021-12-26,The Holiday,2006,https://boxd.it/2orHth,3,,,2021-12-25
2021-12-28,Dune,2021,https://boxd.it/2p3tmR,4.5,Yes,,2021-12-27
2022-01-02,Finch,2021,https://boxd.it/2qng6F,3.5,,,2022-01-01
2022-01-03,Black Mirror: White Christmas,2014,https://boxd.it/2qK1U7,4,,,2022-01-02
2022-01-05,Spider-Man: No Way Home,2021,https://boxd.it/2ri6i1,4,,,2022-01-04
2022-01-08,Legally Blonde,2001,https://boxd.it/2s31lj,3.5,,,2022-01-08
2022-01-08,Midsommar,2019,https://boxd.it/2s33kd,4.5,,,2022-01-08
2022-01-09,Shrek 2,2004,https://boxd.it/2skhed,5,,,2022-01-09
2022-01-16,Election,1999,https://boxd.it/2u6wt3,3.5,Yes,,2022-01-14
2022-01-16,Eternals,2021,https://boxd.it/2u6xiF,3,,,2022-01-14
2022-01-29,The House,2022,https://boxd.it/2wT1Fj,3.5,,,2022-01-28
2022-01-30,Spirited Away,2001,https://boxd.it/2x5eux,4,Yes,,2022-01-29
2022-02-05,Circle,2015,https://boxd.it/2ybTcv,2.5,,,2022-02-04
2022-02-06,The Invisible Man,2020,https://boxd.it/2yppp3,4.5,Yes,,2022-02-05
2022-02-09,Mamma Mia!,2008,https://boxd.it/2z48ep,3.5,,,2022-02-07
2022-02-11,The Woman in the House Across the Street from the Girl in the Window,2022,https://boxd.it/2zj95t,3,,,2022-02-10
2022-02-15,Tangled,2010,https://boxd.it/2A3MPx,4,,,2022-02-14
2022-02-15,Tangled Ever After,2012,https://boxd.it/2A3VON,3.5,,,2022-02-14
2022-02-15,Anastasia,1997,https://boxd.it/2A5juJ,3.5,,,2022-02-14
2022-02-16,Fantastic Mr. Fox,2009,https://boxd.it/2Af2VN,5,,,2022-02-15
2022-02-24,Kimi,2022,https://boxd.it/2BKxml,3,,,2022-02-23
2022-02-24,Flee,2021,https://boxd.it/2BLEEt,,,,2022-02-23
2022-03-05,The Batman,2022,https://boxd.it/2DmABD,4,,picturehouse york,2022-03-05
2022-03-13,Ratatouille,2007,https://boxd.it/2EMz3V,5,,,2022-03-12
2022-03-15,Heathers,1989,https://boxd.it/2FhMLj,3,,,2022-03-15
2022-03-19,Rubber,2010,https://boxd.it/2FUZT9,3,,,2022-03-18
2022-03-28,Moonrise Kingdom,2012,https://boxd.it/2HFiGf,4,,,2022-03-27
2022-03-29,The Darjeeling Limited,2007,https://boxd.it/2HQLXh,3.5,,,2022-03-28
2022-03-30,The Last Duel,2021,https://boxd.it/2I0qtP,4,,,2022-03-29
2022-04-05,Layer Cake,2004,https://boxd.it/2J4nEx,2.5,,,2022-04-04
2022-04-10,Jerry Maguire,1996,https://boxd.it/2JUjvb,3.5,,,2022-04-09
2022-04-11,Rain Man,1988,https://boxd.it/2K7gd5,4,,,2022-04-10
2022-04-13,The Firm,1993,https://boxd.it/2KoDsh,3.5,,,2022-04-11
2022-04-13,The Conjuring,2013,https://boxd.it/2KtmZ9,3.5,,,2022-04-12
2022-04-14,Marie Antoinette,2006,https://boxd.it/2KCKZZ,3,,,2022-04-13
2022-04-15,Real Steel,2011,https://boxd.it/2KLYhP,3.5,Yes,,2022-04-14
2022-04-16,A Cure for Wellness,2016,https://boxd.it/2KYMjv,3,,,2022-04-15
2022-04-17,The Witch,2015,https://boxd.it/2LaiR7,4,,,2022-04-16
2022-04-18,The Grand Budapest Hotel,2014,https://boxd.it/2LonTl,4,,,2022-04-17
2022-04-21,Don't Look Up,2021,https://boxd.it/2LX8cV,3.5,,,2022-04-20
2022-04-25,10 Cloverfield Lane,2016,https://boxd.it/2MGJ9J,3.5,,,2022-04-24
2022-05-01,Interview with the Vampire,1994,https://boxd.it/2NECsJ,3.5,,,2022-04-30
2022-05-01,Pokémon Detective Pikachu,2019,https://boxd.it/2NGnXr,3,,,2022-05-01
2022-05-02,The Northman,2022,https://boxd.it/2NPDeZ,4,,picturehouse york,2022-05-01
2022-05-05,The Worst Person in the World,2021,https://boxd.it/2Os8F9,4,,,2022-05-05
2022-05-06,Moon Knight,2022,https://boxd.it/2OwRKB,3,,,2022-05-05
2022-05-06,Ambulance,2022,https://boxd.it/2Ox7Ep,3.5,,,2022-05-05
2022-05-08,Guardians of the Galaxy,2014,https://boxd.it/2P2iiV,3.5,Yes,,2022-05-07
2022-05-11,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/2Pvj2n,4,,picturehouse york,2022-05-10
2022-05-17,Everything Everywhere All at Once,2022,https://boxd.it/2QCATL,5,,picturehouse york,2022-05-17
2022-05-31,Top Gun: Maverick,2022,https://boxd.it/2Ta02H,4.5,,vue york,2022-05-31
2022-06-20,Spiderhead,2022,https://boxd.it/2WDUpn,2,,netflix,2022-06-19
2022-06-21,Spree,2020,https://boxd.it/2WPaBL,3.5,,,2022-06-20
2022-06-22,RoboCop,1987,https://boxd.it/2X28hl,2.5,,,2022-06-21
2022-06-23,Obi-Wan Kenobi,2022,https://boxd.it/2XbqUX,3,,,2022-06-22
2022-06-23,eXistenZ,1999,https://boxd.it/2XdxVn,3.5,,,2022-06-22
2022-06-24,The Unbearable Weight of Massive Talent,2022,https://boxd.it/2XosqB,2.5,,,2022-06-23
2022-06-29,Two Weeks Notice,2002,https://boxd.it/2YlVqj,2.5,,,2022-06-28
2022-06-30,Paddington,2014,https://boxd.it/2YwaDH,,Yes,,2022-06-29
2022-07-15,Obi-Wan Kenobi,2022,https://boxd.it/31pYpX,3.5,,,2022-07-14
2022-07-16,Inside Man,2006,https://boxd.it/31Btmx,4,Yes,,2022-07-15
2022-07-17,Chronicle,2012,https://boxd.it/31OGQB,3,,,2022-07-16
2022-07-18,The Black Phone,2021,https://boxd.it/322dln,3,,,2022-07-17
2022-07-19,The Bob's Burgers Movie,2022,https://boxd.it/32bmuV,3,,,2022-07-18
2022-07-20,The Rainmaker,1997,https://boxd.it/32npiR,3.5,,,2022-07-19
2022-07-20,The Fly,1986,https://boxd.it/32rfgJ,4,,,2022-07-19
2022-07-21,Deathtrap,1982,https://boxd.it/32I2TR,3.5,,,2022-07-21
2022-07-25,Happy Gilmore,1996,https://boxd.it/33tszR,2,,,2022-07-24
2022-07-29,BlacKkKlansman,2018,https://boxd.it/34AY3L,4,,,2022-07-28
2022-07-30,Ma,2019,https://boxd.it/34N2qN,2.5,,,2022-07-29
2022-08-01,The Night House,2020,https://boxd.it/35eH4n,3.5,,,2022-07-31
2022-08-02,Misery,1990,https://boxd.it/35sU0L,3.5,,,2022-08-01
2022-08-04,Bullet Train,2022,https://boxd.it/35PsFn,3,,,2022-08-03
2022-08-05,Predator,1987,https://boxd.it/364xxt,3.5,,,2022-08-04
2022-08-06,Prey,2022,https://boxd.it/36fZHt,4,,,2022-08-05
2022-08-07,Shutter Island,2010,https://boxd.it/36ursf,4.5,,,2022-08-06
2022-08-09,Boiling Point,2021,https://boxd.it/36XSz1,4,,,2022-08-08
2022-08-12,Barton Fink,1991,https://boxd.it/37Afrb,4,,,2022-08-11
2022-08-16,Fracture,2007,https://boxd.it/38rdol,4,,,2022-08-15
2022-08-17,An American Werewolf in London,1981,https://boxd.it/38JbCB,3.5,,,2022-08-17
2022-08-19,The Devil's Advocate,1997,https://boxd.it/390YtR,4,,,2022-08-18
2022-08-21,Sleepers,1996,https://boxd.it/39uZrx,4,,,2022-08-20
2022-08-24,Michael Clayton,2007,https://boxd.it/3a0Bxl,3,,,2022-08-23
2022-08-26,One Hour Photo,2002,https://boxd.it/3amhpv,3.5,,,2022-08-24
2022-08-26,Blow Out,1981,https://boxd.it/3amhv9,3.5,,,2022-08-25
2022-08-27,"Good Morning, Vietnam",1987,https://boxd.it/3ax97Z,3.5,,,2022-08-26
2022-08-29,Hustle,2022,https://boxd.it/3aWKO7,3.5,,,2022-08-28
2022-08-30,Elvis,2022,https://boxd.it/3bafDF,3,,,2022-08-29
2022-08-31,Top Gun: Maverick,2022,https://boxd.it/3bkk4l,4.5,Yes,,2022-08-30
2022-09-02,Dead Poets Society,1989,https://boxd.it/3bEhTl,4,,,2022-09-01
2022-09-04,Alien: Covenant,2017,https://boxd.it/3c7l8L,4,,,2022-09-03
2022-09-06,The Platform,2019,https://boxd.it/3cs5aD,3.5,,,2022-09-05
2022-09-07,I Came By,2022,https://boxd.it/3cESCP,3,,,2022-09-06
2022-09-09,Airplane!,1980,https://boxd.it/3cYHgD,4.5,,,2022-09-08
2022-09-10,Archive,2020,https://boxd.it/3d8HId,3,,,2022-09-09
2022-09-21,Fall,2022,https://boxd.it/3ffdQD,3,,,2022-09-20
2022-09-25,The A-Team,2010,https://boxd.it/3fYyix,2.5,,,2022-09-24
2022-09-25,Neon Genesis Evangelion,1995,https://boxd.it/3g53J7,3.5,,,2022-09-25
2022-09-26,Jujutsu Kaisen 0,2021,https://boxd.it/3gcK6L,4,,,2022-09-25
2022-09-29,Shallow Grave,1994,https://boxd.it/3gKKjN,3,,,2022-09-28
2022-09-30,Cyberpunk: Edgerunners,2022,https://boxd.it/3gSBkj,3.5,,,2022-09-29
2022-10-01,Nope,2022,https://boxd.it/3h8R6T,4,,,2022-09-30
2022-10-02,Atlantis: The Lost Empire,2001,https://boxd.it/3hl1Kj,2.5,,,2022-10-01
2022-10-05,Sinbad: Legend of the Seven Seas,2003,https://boxd.it/3i3x35,4,,,2022-10-04
2022-10-08,Before Sunrise,1995,https://boxd.it/3iD2c3,4,,,2022-10-07
2022-10-11,Werewolf by Night,2022,https://boxd.it/3jmFNd,3.5,,,2022-10-10
2022-10-16,Shattered Glass,2003,https://boxd.it/3ko3ZN,3.5,,,2022-10-15
2022-10-17,Master and Commander: The Far Side of the World,2003,https://boxd.it/3kEpaf,4,,,2022-10-16
2022-10-19,Pirates of the Caribbean: The Curse of the Black Pearl,2003,https://boxd.it/3labTp,3.5,,,2022-10-19
2022-10-28,The Boat That Rocked,2009,https://boxd.it/3mUW3r,3.5,,,2022-10-27
2022-10-30,Perfect Sense,2011,https://boxd.it/3ns9lT,3.5,,,2022-10-30
2022-10-31,Greyhound,2020,https://boxd.it/3nI1Cp,3,,,2022-10-30
2022-11-01,The Ring,2002,https://boxd.it/3nQtXB,3,,,2022-10-31
2022-11-03,See How They Run,2022,https://boxd.it/3oj6cZ,3,,,2022-11-03
2022-11-06,Barbarian,2022,https://boxd.it/3oTVwN,3.5,Yes,"oli, dad, plex",2022-11-05
2022-11-12,Stillwater,2021,https://boxd.it/3qa9UF,4,,,2022-11-11
2022-11-14,Riders of Justice,2020,https://boxd.it/3qAvgf,3.5,,,2022-11-13
2022-11-15,Unsane,2018,https://boxd.it/3qTncR,3,,,2022-11-14
2022-11-16,TÁR,2022,https://boxd.it/3r4Qw9,4.5,,,2022-11-15
2022-11-21,The Shape of Water,2017,https://boxd.it/3s5Zu3,3.5,,,2022-11-20
2022-11-24,The Menu,2022,https://boxd.it/3sFyLt,4,,,2022-11-23
2022-11-25,Triangle,2009,https://boxd.it/3sXhXD,3,,,2022-11-25
2022-11-27,Raw,2016,https://boxd.it/3tihF7,5,,,2022-11-26
2022-11-30,Titane,2021,https://boxd.it/3tYqoN,,,,2022-11-29
2022-12-02,Requiem for a Dream,2000,https://boxd.it/3uk0R9,3.5,,,2022-12-01
2022-12-06,About Time,2013,https://boxd.it/3vbknJ,4.5,,,2022-12-05
2022-12-07,Mission: Impossible – Rogue Nation,2015,https://boxd.it/3vpmvX,4,,,2022-12-06
2022-12-09,Zoolander,2001,https://boxd.it/3vMbzF,3,,,2022-12-08
2022-12-16,Hidden Figures,2016,https://boxd.it/3xkDG7,3.5,,,2022-12-15
2022-12-17,Avatar: The Way of Water,2022,https://boxd.it/3xwfhr,4.5,,cineworld crawley,2022-12-16
2022-12-20,The Shawshank Redemption,1994,https://boxd.it/3yn1AP,4.5,,,2022-12-19
2022-12-21,The Handmaiden,2016,https://boxd.it/3yCWDL,3.5,,,2022-12-20
2022-12-22,Love Actually,2003,https://boxd.it/3yRfur,2.5,,,2022-12-21
2022-12-23,Eyes Wide Shut,1999,https://boxd.it/3zas6b,3.5,,,2022-12-22
2022-12-24,Glass Onion,2022,https://boxd.it/3zrNh9,2.5,,,2022-12-23
2022-12-25,Bodies Bodies Bodies,2022,https://boxd.it/3zNoxP,3.5,,,2022-12-24
2022-12-26,The Polar Express,2004,https://boxd.it/3A4p6T,3,,,2022-12-25
2022-12-27,The Fabelmans,2022,https://boxd.it/3AyqML,4,,,2022-12-26
2022-12-30,Crazy Rich Asians,2018,https://boxd.it/3BFNYj,3.5,Yes,,2022-12-29
2023-01-07,The Hobbit: The Desolation of Smaug,2013,https://boxd.it/3ETaYp,3,,,2023-01-06
2023-01-09,The Banshees of Inisherin,2022,https://boxd.it/3FN7hf,4,,,2023-01-08
2023-01-10,Red Eye,2005,https://boxd.it/3Gasdz,3,,,2023-01-09
2023-01-13,Puss in Boots: The Last Wish,2022,https://boxd.it/3H5Wrv,4,,,2023-01-12
2023-01-14,The Lord of the Rings: The Return of the King,2003,https://boxd.it/3HCpJR,4,,,2023-01-14
2023-01-16,Foxcatcher,2014,https://boxd.it/3IfxWd,4,,,2023-01-15
2023-01-18,Blade Runner 2049,2017,https://boxd.it/3ITSw1,4.5,Yes,,2023-01-17
2023-01-20,The Outfit,2022,https://boxd.it/3Jrq8N,3.5,,,2023-01-19
2023-01-25,Sound of Metal,2019,https://boxd.it/3Lc9F9,4.5,Yes,,2023-01-24
2023-01-27,Guillermo del Toro's Pinocchio,2022,https://boxd.it/3LDUqJ,3,,,2023-01-26
2023-02-01,All Quiet on the Western Front,2022,https://boxd.it/3NgQEJ,3.5,,,2023-01-31
2023-02-04,M3GAN,2022,https://boxd.it/3O7KOJ,3,,,2023-02-03
2023-02-05,Everything Everywhere All at Once,2022,https://boxd.it/3OrpIF,4.5,Yes,,2023-02-04
2023-02-09,The Guard,2011,https://boxd.it/3PEuV5,2.5,,,2023-02-08
2023-02-11,There Will Be Blood,2007,https://boxd.it/3Q8Wyt,3.5,,,2023-02-10
2023-02-15,Infinity Pool,2023,https://boxd.it/3RdWvj,3.5,,,2023-02-14
2023-02-19,The Secret Life of Walter Mitty,2013,https://boxd.it/3Su9vx,4,,,2023-02-18
2023-02-28,Babylon,2022,https://boxd.it/3UZLzH,3,,,2023-02-27
2023-03-03,"Synecdoche, New York",2008,https://boxd.it/3VJqlr,4,,,2023-03-02
2023-03-08,24 Hour Party People,2002,https://boxd.it/3X9xwn,3.5,,,2023-03-07
2023-03-11,Gone Baby Gone,2007,https://boxd.it/3XT1rn,4,,,2023-03-10
2023-03-27,John Wick: Chapter 4,2023,https://boxd.it/42jjP1,4,,everyman reigate,2023-03-26
2023-04-03,The Silence of the Lambs,1991,https://boxd.it/44b5j3,4,,,2023-04-02
2023-04-10,The Whale,2022,https://boxd.it/46dzkd,3.5,,,2023-04-09
2023-04-13,Tetris,2023,https://boxd.it/474A5p,2.5,,,2023-04-12
2023-04-15,Lars and the Real Girl,2007,https://boxd.it/47xcRH,4,,,2023-04-14
2023-04-18,Logan,2017,https://boxd.it/48x02B,3.5,,,2023-04-16
